company_name,job_link,label,city,job_name,job_description,job_requirements,additional_info,company_info,job_type
Orange,https://eg.indeed.com/cmp/Orange-2?campaignid=mobvjcmp&from=mobviewjob&tk=1hip6oc0kjk8v801&fromjk=9e22b0d936b0d343,data science,Smart Village,Senior Supervisor,"Analyze new business integration needs, fully understand the requirements and perform the required technical analysis to accommodate the new requirements.","Perform the required development for DWH model to achieve the targeted business needs which include model structure updates, ETL/ELT job load, PL layer jobs modification.Implement the right controls to maintain the DWH quality as per the standard Specs and continuously update these quality control checks.Work closely with DWH BI analyst to ensure correct and consistent mapping criteria between sources and DWH databases.Coordinate with data operations and administrators (system and database) to ensure the best performance monitoring and tuning.Optimize data integration platform to provide optimal performance under increasing data volumes.","Build data pipelines,Analyze and organize data,Build data ingestion scripts/workflows, and Perform quality checks on data","Purpose of the jobDevelop, build and maintain new data models and data pipelines with various source systems. Manage the development of data resources and support new product launches. Ensure data quality across the product vertical and related business areas. Develop all integration activities within the Data Warehouse, including all DWH stakes, DWH model, CLDM layer and PL layer. Assures the data management, integration & quality standards, and processes of the data engineering workflow are all met.Duties and responsibilitiesAnalyze new business integration needs, fully understand the requirements",Full-time
Plugin Talents,https://eg.indeed.com/cmp/Plugin-Talents?campaignid=mobvjcmp&from=mobviewjob&tk=1hip6oig7issp801&fromjk=fd662a833a51794c,data science,مصر,Marketing Specialist,"Establish a strong Account-Based Marketing (ABM) foundation and shared goals with Sales teamWork cross functionally to leverage Sumerge technical expertise into building Thought leadership.Develop Brand awareness strategy for Sumerge.Define and Execute B2B Brand Awareness and Lead Generation campaigns.Define Sumerge Content Marketing Strategy & Plan including blog posts, white papers, eBooks, case studies, presentations, web content, video content, infographics, landing pages and more.Plan and Create testimonials and success stories with customers.Plan and Execute Sumerge marketing events including on-site events, webinars, etc.Manage the communication with external sources such as copywriters, graphic designers, video production, SEO agencies, etc.Define and implement a comprehensive B2B strategy for digital ads & social media.Manage campaigns executions from CRM.Analyze marketing activities and generate insights and reports using google ads, google analytics, site search, CRM, etc.Use data and analytics to back up decision-making for campaigns, website changes, and retargeting.","Bachelor's degree required* (Master’s preferred) in marketing, business, or technology.","Computer Science/Software Engineering background is a plus.Minimum 6+ years relevant experience with demonstrated capacity in the following:B2B Software/Services Marketing, Account based marketing programs.Managing end-to-end marketing campaigns.Managing digital marketing activities specifically in organic and paid adsStrong analytical skills and ability to manage cross-functional projects.Excellent communicator and storyteller.",,Full-time
Orange,https://eg.indeed.com/cmp/Orange-2?campaignid=mobvjcmp&from=mobviewjob&tk=1hip6olo6jk8v800&fromjk=fd4942dcd41f504d,data science,Cairo,Senior Technical Solutions Expert,"Part of a team of Performance and Resource Management, the « Senior Transverse Project Manager and Configuration Expert» has for main objectives.Drive and harmonize configuration processes of OCB Operation, in partnership with all OCB Operation teams, Process Owner, Service Implementation Expert, Configuration Managers, and OBS IT, OCB engineering.Support all configuration managers by providing support to pilot their activities: Data integrity, support, training, communication, documentation.Manage evolutions, transformations, and migration project with potential technical contribution.Provides consultation on the use, re-engineering techniques to improve performance and quality of the set of tools used.Source of recommendations and continuous improvement with a proactive approach.Fulfill the 2IM BTM role by providing support to operational teams in managing customer service during urgent situations and crises.Engage in learning activities related to the OCB Tools environment. Take charge of leading and executing the steps of the exception procedure, following guides on collected data to cleanse the CMDB and ensure accurate information.Implement and execute Data Integrity controls for the supported tools within the 2IM scope.Define indicators, carry out data calculations, manage correction action plans, and provide connected reports.Share all deliverables by communicating and exposing them in the common TDMT repository.","Educational Background: bachelor’s degree in network engineering, Data Science, Business Analytics, or related field.Project Management / coordination skillsQuality management experienceLanguage Skills: Proficiency in both English and French languages is mandatory.Excellent organizational skillsAbility to work in transversal mode.Curiosity and technical knowledge Cloud / Network / IT / TelecomGood knowledge of processes and Orange Business Services tools",,"About the roleDescription:Support transformation in the scope of catalog, tools configuration management, data quality and strategic tool program to OCB Operation.Main activities:Part of a team of Performance and Resource Man",Full-time
MigrationIT,https://eg.indeed.com/cmp/Migrationit?campaignid=mobvjcmp&from=mobviewjob&tk=1hip6op1hjkao801&fromjk=21792be79e7971ea,data science,Cairo,Mobile Developer (IOS & Android),IndustryIT ServicesFieldDevelopmentField / AreaMobile DevelopmentWork Experience2-5 yearsCityCairoState/ProvinceAI QahirahCountryEgyptZip/Postal Code11311,"Design and build advanced applications for the Android/iOS platforms.Work with outside data sources and APIs.Development of web responsive and interactive apps.A solid understanding of how web and mobile applications work including security, session management, and best development practices.Mobile App design.Mobile Software design.Mobile technologies Coding.Native app writing ability is a plus.Unit tests, automation, and code reviews.APIs understanding and ability to build and work with.","Bachelor or Diploma in Computer Science or a related field.Previous experience as a Mobile (iOS and Android).Solid understanding of the full mobile development life cycle.Deep hands-on technical experience on different technologies, as an orientation (Swift & Kotlin, Firebase, GIT, RxAndroid & RxSwift & RxCocoa, Unit Testing & UI Testing, API Rest.Strong knowledge of modern design patterns and architectures (MVVM & Components Oriented Programming).",Job InformationIndustryIT ServicesFieldDevelopment,Permanent
Dsquares,https://eg.indeed.com/cmp/Dsquares?campaignid=mobvjcmp&from=mobviewjob&tk=1hip6osbqjk9e800&fromjk=b1c3560dd1e79739,data science,Cairo,Senior DevOps Engineer,"Develop and maintain CI/CD pipelines to automate the build, test, and deployment processes, ensuring the rapid and reliable delivery of software.Work closely with development teams to optimize application architectures for cloud environments, emphasizing scalability, availability, and performance.Implement and manage containerization and orchestration platforms (e.g., Docker, Kubernetes) to facilitate efficient deployment and scaling of applications.Monitor and troubleshoot application and infrastructure performance issues, responding to incidents and identifying opportunities for optimization.","Implement and enforce security best practices, ensuring the integrity and confidentiality of data within the environment.Maintain configuration management tools to ensure consistency across various environments and servers.Research and recommend new technologies and tools to enhance the DevOps process and infrastructure.Document processes, procedures, and configurations to facilitate knowledge sharing and onboarding of new team members.","Bachelor's or higher degree in Computer Science, Information Technology, or related field.Proven experience as a DevOps Engineer or similar role, with a strong understanding of software development and IT operations.Proficiency in CI/CD tools (e.g., Jenkins, GitLab CI/CD, CircleCI) and configuration management tools (e.g., Ansible,Terraform).Experience with containerization and orchestration tools such as Docker and Kubernetes.Solid understanding of cloud platforms (AWS, Azure, Google Cloud) and infrastructure as code concepts.Familiarity with scripting languages (e.g., Bash, Python) and automation frameworks.Strong knowledge of networking, security, and monitoring practices in a DevOps context.Problem-solving mindset and ability to troubleshoot complex technical issues.BenefitsPrivate Medical Insurance & life cover.Transportation & Mobile Allowance Benefit.Annual profit share.Hybrid working environment.Inclusive working environment with enhanced maternity and paternity benefits.Work and organizational culture which values learning.Regular perks such as company social, wellbeing & CSR events.Your Birthday Off.Extra day of leave for every year of completion.","Dsquares specializes in offering loyalty programs that bring our clients closer to their consumers. Through our different range of solutions, we deliver an end-to-end experience, managing and executing all technical, operational, and commercial aspects of our customers’ loyalty programs. From full loyalty programs, couponing solutions to interactive directory services, coupled with an extensive network of merchants, Dsquares serves some of the most loved brands in the region.Our People is our Brand - Developing seamless loyalty solutions is only possible when we’ve got a great team on our side. Our culture is open and empowering. If you are passionate and driven, you will fit right in.AboutThe Role:As aSenior DevOps Engineeryour role combines Engineering and coding skills to create , develop , test and deploy software systems within the company, you will also be working closely with our development teams to optimize application architectures for cloud environments, emphasizing scalability, availability, and performance.Key Duties & Responsibilities:Develop and maintain CI/CD ",Full-time
"Pixelogic Media Partners, LLC",https://eg.indeed.com/cmp/Pixelogic-Media-4?campaignid=mobvjcmp&from=mobviewjob&tk=1hip6ovoc2id3000&fromjk=a64aba9c10bbad62,data science,Giza,Software Development Engineer in Test,"Understanding the flow of code and how it interacts with different components.Understanding project documents, customer demands, and product objectives to create and execute test cases.Setting up, maintaining, and performing test automation frameworks on multiple application platforms, and building test scenarios and acceptance tests.Creates & manages bug reports and communicate with the team.Investigates customer problems referred by the technical support team.Participates in a cross-functional team working in a highly dynamic agile environment.","Computer Science degree or equivalent.0-3 years of experience.Demonstrated passion for testing, development, and design.Demonstrated passion for learning new technologies.Strong consistency and attention to detail.Strong interpersonal skills with proven ability to collaborate.Excellent written and verbal communication skills.Solid foundation in computer science, with strong competencies in data structures, algorithms, and software design.Strong knowledge in one or more of Java, C, C++, or C#.Knowledge of HTML5, CSS3, and JavaScript is a plus.Familiarity with one or more End-To-End Test frameworks: Selenium, Test Café, or Cypress.Familiarity with one or more unit test frameworks: Junit, TestNG, Rspec, Jest, Chai, or mocha .",Private Health InsuranceSocial InsurancePaid Time OffTraining & DevelopmentPerformance Bonus,"Pixelogic Media Partners, LLC provides distribution services and technology solutions to the entertainment industry. We help studios, broadcasters and digital retailers localize and distribute their feature and episodic titles to global audiences on-time and with superior quality.Our service offerings cover end-to-end workflows including language services such as scripting, subtitling, access services, dubbing, text and metadata localization in over 50 languages. Our technical services master and prepare this content in all distribution products including digital cinema, digital media and physical media (Ultra HD Blu-ray, Blu-ray and DVD).To date, we serviced thousands of titles for iTunes, Google Play, YouTube, Netflix, Amazon, Movies Anywhere and others. We also authored thousands of Ultra HD Blu-ray, Blu-ray and DVD titles. Our research and development team works on cutting-edge technologies such as 4K, high dynamic range (Dolby Vision, HDR10+), artificial intelligence and machine learning, software automation and our proprietary end-to-end operating platform branded as pHelix.Experience start-up at scale. Be part of building innovative solutions to service our media and entertainment clients and help us fulfill their content distribution needs. Join us if you’re passionate about entertainment, innovation and customer service excellence!Primary Responsibilities:Understanding the fl",Full-time
itialuS Doha,https://eg.indeed.com/cmp/Itialus-Doha?campaignid=mobvjcmp&from=mobviewjob&tk=1hip6pbsbjkkq800&fromjk=d9ecb1ce68e73529,data science,Cairo,Senior PHP Developer,Integration of user-facing elements developed by front-end developers.,"Build efficient, testable, and reusable PHP modules.",Solve complex performance problems and architectural challenges.,Job Description - PHP DeveloperIntegration of user-facing ele,Full-time
PetroApp,https://eg.indeed.com/cmp/Petroapp?campaignid=mobvjcmp&from=mobviewjob&tk=1hip6pf5giemi800&fromjk=2eb9777d0b491c17,data science,Cairo,Zoho Engineer,"Develop, customize, and configure Zoho applications to meet business requirements.Create and maintain Zoho workflows, automations, and integrations.Collaborate with cross-functional teams to gather user requirements and translate them into technical specifications.Perform regular system audits and data validation to ensure accuracy and integrity.Assist in troubleshooting and resolving issues related to Zoho applications and integrations.Provide technical support and training to end-users on Zoho applications.Stay updated with the latest Zoho features, releases, and best practices to continuously optimize our systems.","Bachelor's degree in Computer Science, Engineering, or a related field.Minimum of 1-2 years of experience in Zoho development and implementation.Solid understanding of Zoho Creator, Zoho CRM, and Zoho Books.Proficiency in customizing Zoho applications, including workflows, automations, and reports.Strong knowledge of industry standard integrations, APIs, and web technologies.Experience with Zoho Projects, Zoho Desk, or Zoho Analytics is a plus.Excellent problem-solving and analytical skills.Effective communication skills and ability to work well in a team environment.",Competitive salary and benefits package.Opportunity to work on cutting-edge technology with a passionate team.Career growth and development opportunities.A collaborative and inclusive work environment.The chance to make a significant impact on an innovative product.,"PetroApp, a leading automotive company, is seeking a skilled and motivated Zoho Engineer to join our team. As a Zoho Engineer at PetroApp, you will be responsible for developing, implementing, and maintaining Zoho applications and integrations to enhance our business processes.In this role, you will collaborate with various departments within the organization to gather requirements, design custom solutions, and provide ongoing support for Zoho applications. The ideal candidate has a strong background in Zoho development, along with a solid understanding of automotive industry processes. If you are passionate about technology and enjoy creating efficient solutions, we would love to hear from you.ResponsibilitiesDevelop, customize, ",Full-time
Integrant,https://eg.indeed.com/cmp/Integrant?campaignid=mobvjcmp&from=mobviewjob&tk=1hip6pihmi82p800&fromjk=e798cdca13c46166,data science,Cairo,Principle Product Owner,"Demonstrate an in-depth understanding of the business, embodying a proactive Product Owner (PO) mindset.Define customer needs and propose features aligning with those needs.Design User Journeys, User Story Maps, and contribute to the creation of MVPs and Release plans.Collaborate with UI/UX designers, actively participating in wireframe development.Extract Epics and Features, breaking them down into user stories.Maintain a clean and prioritized backlog, ensuring readiness for at least 2 upcoming sprints.Provide and receive feedback for continuous backlog improvement.Conduct impact and integration analyses.Monitor progress towards Sprint releases, ensuring timely delivery.Actively participate in Agile Ceremonies such as Backlog Grooming and Sprint planning.Perform product demos for customers, highlighting product features and enhancements.Share best practices related to release planning, backlog management, and other Agile methodologies with the team.Oversee multiple products, ensuring high-quality backlog management across different areas or projects.Provide and engage with other POs regarding technical assessments and career development plans.","Proven background in successfully launching software or services in collaboration with engineering teams.Demonstrated ability to work effectively with cross-functional teams, fostering collaboration and agreement on solutions.Hands-on experience in coaching, mentoring, and technical assessments for POs.Proficiency in prototyping and iterative development.Creative and analytical thinker with a data-driven and analytical approach.Effective management of stakeholders and conflict resolution.Strong product mindset, coupled with an overall understanding of technologies used in the product.Experience defining minimum viable products and designing Roadmaps..Deep understanding and practical experience with Agile methodologies.Outstanding communication, presentation, and leadership skills.Exceptional organizational and time management abilities.Active listener with a keen attention to details.","Bachelor's degree in computer science, Engineering, or a similar field is preferred.10+ years working experience in software products5+ years of experience as a Product Owner, in an Agile environmentExperience working with international teams, customers is preferred","We are seeking a skilled Principle Product Owner to join our team and work with cross-functional teams, including POs, engineering, design, and customer support, to ensure that the products meet user needs and are delivered at high quality.As a Principle Product Owner, you will be responsible for executing a product vision that meets user needs, aligns with our business goals, and drives growth. You will also be responsible for helping and coaching other POs and ensuring they derive value. You will work closely with cross-functional teams to prioritize features, develop product specifications, and ensure timely delivery.RequirementsDuties and Responsibilities:Demonstrate an in-depth understanding of the business, embodying a proactive Pr",Full-time
Expleo,https://eg.indeed.com/cmp/Expleo-Group?campaignid=mobvjcmp&from=mobviewjob&tk=1hip6plrnjkao801&fromjk=8ea690e70c94cff0,data science,Cairo,T24 Principle Consultant,"Leads or runs multiple phases of technical areas within a project/projects of moderate scope or complex assignments, responsible for a certain test area.Assures the project meets quality standards by providing technical guidance and vision in planning, designing, executing testing, and developing procedures relating to product quality.Participates in formal reviews of business requirements and application designs and ensures proper test coverage based on requirements and design specifications. Defines changes to processes or working instructions.Refines requirements by talking to relevant business stakeholders and recommends strategies and methods to improve test plans and processes. Has an understanding of the overall test strategy.Leads the test design plans, establishing the test scenarios and determines the entrance and exit criteria.Creates systems and business relevant test cases using own in-depth technical analysis of functional specifications.Determines the potential causes of problems and analyses multiple alternatives, risks, and benefits for a range of potential solutions.Analyses and reports on overall test status and results, identifying issues and reporting to relevant stakeholders. Manages risks to the success of the project.Identifies and manages the critical path of testing and ensures execution of project regression tasks. Defines regression tests for future projects and defines and co-ordinates product verification and validation.Develops a network to support and add value to client engagements including company, clients and external professional networks.","Consultants should have a deep understanding of core banking principles, including customer accounts, transactions, loans, and financial products.Specific knowledge of T24, its architecture, and its functionalities is essential. This includes an understanding of how T24 handles customer data, accounts, and transactions.Knowledge of banking regulations and compliance requirements in the relevant region is critical to ensure that the system adheres to legal and regulatory standards.For new products like REPO and TFO, consultants should have a strong grasp of the product's features, functionalities, and how they integrate with the core banking system.Consultants need to understand data migration strategies and techniques to ensure a smooth transition when upgrading the core banking system or implementing new products.Knowledge of software testing methodologies, including functional testing, regression testing, and user acceptance testing, is important to ensure the system's reliability.Understanding how the core banking system integrates with other systems and third-party applications is crucial for end-to-end testing.A deep understanding of banking business processes, including customer onboarding, loan origination, and transaction processing, is necessary for comprehensive testing.Consultants should be aware of security measures and risk management strategies specific to banking systems.Many banks customize their core banking systems. Knowledge of the customizations and how they impact the system's behavior is essential.Understanding data analytics and reporting tools can help in verifying the accuracy and completeness of data in the core banking system.Consultants should be aware of the challenges and best practices in change management when introducing new products or upgrading the core banking system.Knowledge of user training requirements and strategies to ensure that bank staff can effectively use the system.Expertise in quality assurance practices to ensure the reliability, performance, and scalability of the core banking system.The ability to review and understand technic.","Bachelor’s degree in computer science or a related field.Fluent English language skills.Good understanding of T24 new product such as REPO and TFO and should poses a strong grasp of the product's features, functionalities, and how they integrate with the core banking system.Experience in T24 Core Banking Solutions to include (Data Migration, Integration, Security and Risk Management, Data Analytics, User Training, Quality Assurance, Documentation)Strong analytical and problem-solving skills.","Overview:Expleo seeks talented T24 Consultants with a thorough understanding of the business operations of banks, such as loan origination, transaction processing, and customer onboarding. also skilled in quality control procedures to ensure the reliability, performance, and scalability of T24 core banking system.Responsibilities:Leads or runs multiple phases of technical areas within a project/proj",Permanent
Mrsool,https://eg.indeed.com/cmp/Mrsool?campaignid=mobvjcmp&from=mobviewjob&tk=1hip6pveikjbr803&fromjk=4debcb90abad8517,data science,Cairo,Growth Marketing Manager,"Strategize, execute, monitor, and manage campaigns across multiple platformsOversee growth in performance to meet company goals and strategies.Manage the platform’s daily budgets, billing reconciliation, and spend pacing in adherence to allocations and desired returnMap ad formats to advertising objectivesManage a test and learn strategy across traffic to drive insight into brand traffic behaviorPlan and Optimize landing page testingReport on key performance indicators and lead generation initiativesCreate eye-catching and informative pay-per-click text ads as well as continuously implement text ads – A/B testing.Collaborate with data science and marketing teams to discover, test data-driven ways to optimize performanceBuild Budget Recommendations & Pitch DecksDocument campaign evolution to monitor the overall performance and identify best practices.Explore new opportunities to grow campaigns more efficiently and effectivelyTest new channels and trends to build credibility, remain competitive and have an added valueEnsure a data-led approach to all activity, create a clear testing & learning strategyLead the CRM daily and monthly activities to ensure providing a healthy conversion funnels for new and existing customers.Provide monthly and annual plan for product enhancement to provide seamless user experience","BS/BA in Marketing or any related field3-5 years of experience in performance marketing.3-5 years of experience in growth marketingProficient in deriving insights from data, fluent in slicing/dicing dataProficient with Microsoft Excel, Word, and PowerPointBasic technical knowledge is a plus (HTML, reading ASP, PHP code...)",,"About the Role?Responsible for the management of digital activities across social, search and display platforms. He will plan and execute the paid digital media campaigns as well as manage the optimization and reporting. In collaboration with cross-functional teams, our specialist will be essential to ensuring that integrated digital strategies are aligned with MRSOOL objectives. Also, He/She will be responsible for managing our growth activities through different channels such as Partnerships, Activations, CRM or any other activities that can support business business growth.What will you do?Strategize, ",Full-time
Plugin Talents,https://eg.indeed.com/cmp/Plugin-Talents?campaignid=mobvjcmp&from=mobviewjob&tk=1hip6q2p1jkao801&fromjk=45e511f70f3a9937,data science,مصر,Senior PHP developer,Integration of user-facing elements developed by front-end developers,"Build efficient, testable, and reusable PHP modules","Write clean, well-designed code","About the job Senior PHP developerPHP Developer responsible for managing back-end services and the interchange of data between the server and the users. Your primary focus will be the development of all server-side logic, definition, and maintenance of the central database, and ensuring high performance and responsiveness to requests from the front-end. You will also be responsible for integrating the front-end elements built by your co-workers into the application. Therefore, a basic understanding of front-end technologies is necessary as well.ResponsibilitiesIntegration of user-facing",Full-time
Zeal,https://eg.indeed.com/cmp/Zeal?campaignid=mobvjcmp&from=mobviewjob&tk=1hip6q636jkl1802&fromjk=9d23383ea2dde6ba,data science,New Cairo,React Native Developer,"Develop and maintain mobile applications for both iOS and Android platforms.Write clean, efficient, and maintainable code in languages such as JavaScript, React Native, and React.Participate in the full app development lifecycle, from concept and design to testing, deployment, and support.Work closely with cross-functional teams to define feature specifications and timelines.Implement user interfaces that are visually appealing and highly functional.Utilize native APIs to ensure seamless platform integration.Write and maintain unit and integration tests to ensure code quality.Collaborate with the team to troubleshoot and optimize app performance.Diagnose and resolve bugs and performance issues to ensure an optimal user experience.Contribute to app feedback analysis and potential enhancements.Stay updated with the latest mobile development trends and technologies.","2-4 years of experience as a React Native Mobile Developer.Bachelor's degree in Computer Science, Engineering, or a related field.Proficiency in mobile development languages and frameworks, including React Native and React.Experience with UI/UX design principles and implementation.Knowledge of version control systems, preferably Git.Familiarity with Continuous Integration/Continuous Deployment (CI/CD) processes.Experience in developing and releasing mobile applications to App Store or Google Play.Knowledge of mobile app testing and debugging.Strong problem-solving skills and an analytical mindset.Ability to work in an Agile development environment.Good communication skills and the ability to work collaboratively.Willingness to learn and adapt to new technologies & tools.","Casual, fun, and social company culture.Genuine work/life balance.Health benefits including medical insurance.Flexible work setup.Freedom to experiment and try new ideas.","About Us:Zeal is addressing the critical challenge of untapped transactional data. At the moment, whenever a transaction is processed on a POS terminal (payment card machine), physical retailers have no idea who the paying customer is, unless they use a loyalty program. Think of when you go to a supermarket and you pay by card , unless you go to a supermarket that has a loyalty program and you get your loyalty card out, the POS terminal doesn't tell the retailer if you're a new or returning customer, demographics, gender, etc. Unlike e-ecommerce, in physical retail customer identification always had to be a separate step because the payment terminal is not built to self-identify the paying customer. Hence, a plethora of valuable data is lost or underutilized. With Zeal's advanced Smart POS plugin, the company integrates with POS terminals globally to provide payment acquirers and ISVs with a unique differentiator for their POS terminals. The merchants of our partners benefit from world-class data, analytics & tools to predict consumer behavior using Artificial Intelligence, enabling merchants to unlock the full potential of transactional data.About The Role:We are looking for a talented and experienced React Native Developer to join our dynamic team. In this role, you will contribute to the development of mobile applications for both iOS and Android platforms. This role is ideal for someone who has a solid foundation in mobile development and is looking to further their career while working on exciting projects in a collaborative environment.As a React Native Developer at Zeal, you willbe expected to:Develop and maintain mobile applications for both iOS an",Full-time
Orange,https://eg.indeed.com/cmp/Orange-2?campaignid=mobvjcmp&from=mobviewjob&tk=1hip6q9cbicbi800&fromjk=a74c3e5e3b884a0b,data science,Smart Village,Sr. Supervisor,Identifying data ingestion patterns and build framework to efficiently ingest the data to our Data Lake,Performance tuning ingestion jobs to improve throughput,"Improving CI/CD process by automating build, test and deployment frameworkBuild high-performance algorithms, prototypes, and proof of conceptsResearch opportunities for data acquisition and new uses for existing dataDevelop data set processes for data modeling, mining and productionIntegrate new data management technologies and software engineering tools into existing frameworkWork with In-memory database tools (Redis, Riak)Collaborate with data architects, modelers and IT team members on project goals","Purpose of the jobAs a data engineer youll work as s a Big Data Developer, you will be working on Data Ingestion activities to bring large volumes of data into our Big Data Lake. The candidate will play a vital role in building new data pipelines from various structured and unstructured sources into Hadoop. You will be working closely with data consumers and source owners to create the foundation for data analytics and machine learning activities.Duties and responsibilitiesIdentifying data ingestion patterns and build framework to efficiently ",Full-time
On-Hire,https://eg.indeed.com/cmp/On-Hire?campaignid=mobvjcmp&from=mobviewjob&tk=1hip6qcnjjkao801&fromjk=096522606cc6563f,data science,Alexandria,Quality Manager ( Oil & Gas),"Contributing in Quality department Budget.Committed to Integrated Management System (IMS) requirements related to international standards (ISO 9001 - ISO 14001 - ISO 45001) regarding Quality, Environment, Occupational Health and safety aspects.","Participate in QMS (Quality Management System) planning & oversee Quality Policy.Issue Quality Manual.Set Quality Objectives & related action plans.Review & approve the (Quality Plans related, Internal Quality Audit Program, Calibration Plan and approve any amendments related to QMS documents as per ISO 9001 standard requirements).Collaborate in Risk Assessment for quality activities.Monitor & follow-up Corrective Actions taken for any nonconformity.Review & approve any amendments related to QMS documents as per ISO 9001 standard requirements.Set the relevant key performance Indicators (KPI’s).Contribute to Quality Cost studies and preparation & arrangements for Management Review activities.Participate in Tender studies in coordination with concerned parties.Review Suppliers / Vendors approved list to insure selecting and evaluate the right Supplier/ Vendor.Ensuring that customer requirements and expectations have been accurately identified and that the organization is meeting or exceeding customer expectations.Supporting the development and maintenance of a customer-focused culture within the organization.","Ensure all personnel are aware of the Company’s QHSE Policy and the requirements of the company IMS.Ensure all QHSE information is communicated to their personnel in the development and implementation of adequate and compliant of company IMS.Plan covering all Sites and Activities that can affect the QHSE risk or performance in their area of control.Ensure all individuals, for whom they are responsible, being adequately skilled in tasks they are expected to perform and work processes used to be fit for purpose.The development of Site-specific procedures for tasks which are not covered by company-wide procedures.The investigation and reporting of all incidents within their area of control.The review and development of corrective actions in response to lessons learned, incidents, defects, hazards, inadequacies of procedures and suggested improvements.","GENERAL PURPOSEA leading Maritime Company in oil & gas industry is hiring a Quality Manager, who will beContributing in Quality department Budget.Committed to Integrated Management System (I",Full-time
MigrationIT,https://eg.indeed.com/cmp/Migrationit?campaignid=mobvjcmp&from=mobviewjob&tk=1hip6qm88jk9e800&fromjk=88828ab2cd0a4087,data science,Cairo,Oracle Architect,IndustryIT ServicesFieldApplications & DataField / AreaERPJob CategoryOracle ArchitectWork Experience1-3 yearsCityCairoState/ProvinceAI QahirahCountryEgyptZip/Postal Code11311,"Create and manage reports, visualizations, and dashboardsExperience with multi-tier infrastructures (hybrid and cloud environments)Good command on advanced technologies like Clustering, Replication, ConsolidationMust have experience of architectures involving system planning, networking, operating systems, cloud and backup archivalContribute and own the design and creationDesign Solutions including hands on delivery of the migration and upgrade of the Oracle applicationsGood command on advanced technologies like Clustering, Replication, Consolidation",Bachelor degree in Computer Science or related fieldAbility to analyze business requirements mapped to technology trends so as to derive high level architectureAbility to work on design activities and assist with required data points,Job InformationIndustryIT ServicesFieldApp,Permanent
CA Global Headhunters International,https://eg.indeed.com/cmp/Ca-Global-Headhunters-International?campaignid=mobvjcmp&from=mobviewjob&tk=1hip6qpc52eh5002&fromjk=1021c925e9ccf4ad,data science,Cairo,Afreximbank: Manager,Drive business development and Client account management,"Create a business plan to ensure sustainable growth and increased market share for the platform in terms of subscribers, agents and contributors of Customer Due Diligence data/ profile;Develop a structured, focused and executable account plan and sales strategy to acquire and retain subscribers and contributors of CDD profiles/data to the platform;Lead the overall planning, direction, and control of sales for the MANSA Platform Business, and coordinate the management of relationships of key segments assigned to direct reports;Create and manage an opportunity plan for the CDD platform business; in terms of acquiring agents, partners and subscribers to the platform;Articulate our value proposition to key stakeholders, prospect agents, clients and organizations.Monitor KYC Utilities (KYC/CDD digital solutions) industry trends, intelligence, typologies, and regulatory developments;Make recommendations to implement or improve platform services accordingly;Drive revenue growth through subscription, advertisement, etc. to the platform services.",Manage Platform Services and Innovation,"Reference No. SRBLR – MANSA-BD-001CA Global Headhunters has been retained by the Afreximbank based in Cairo, Egypt to recruit for this position. For more information on the Afreximbank please visit their websitewww.afreximbank.com.Should you meet the minimum requirements and wish to apply for the position please apply directly to CA Global Headhunters.Reference Number: SRBLR – MANSA-BD-001Responsibilities:Drive business development and Client account managementCreate a business plan to ensure sustainable growth and increased market share for the platform in terms of subscribers, agents and contributors of Customer Due Diligence data/ profile;Develop a structured, focused and executable account plan and sales strategy to acquire and retain subscribers and contributors of CDD profiles/data to the platform;Lead the overall planning, direction, and control of sales for the MANSA Platform Business, and coordinate the management of relationships of key segmen",Full-time
Abou Ghaly Motors,https://eg.indeed.com/cmp/Abou-Ghaly-Motors?campaignid=mobvjcmp&from=mobviewjob&tk=1hip6qsin2id3000&fromjk=b55b509a12e53795,data science,Cairo,Magints ,Number of Positions1IndustryInnovation & TechnologyRequired SkillsautolineCityCairoState/ProvinceCairoCountryEgyptZip/Postal Code11311,autoline,"Assess system behavior about business cycles.Autoline reports creation, and support.Autoline integration to 3rd Party (Logic for Data retrieval).New requirements implementation in terms of cycle, reporting, and support.Documentation building for AS-IS, and prepare the To Be, and related ROI.Set reporting KPIs for different modules on Autoline aiming to have consistent reporting mechanisms.",Job InformationNumber of Positions1IndustryInnovation & TechnologyRequired SkillsautolineCityCairoState/ProvinceCairoCountryEgyptZip/Postal Code11311Jo,Full-time
