job_link,job_name,label,company_name,post_time,city_name,country_name,about_company,job_responsibilities,job_requirements,Seniority level,Employment type,Job function,Industries,num_applicant
https://eg.linkedin.com/jobs/view/site-reliability-engineer-at-shahry-3598181383?refId=4ITmZdXt1E7R0HUr02HqfQ%3D%3D&trackingId=wVrH%2BvlT5ytG3NBTSYkxLA%3D%3D&position=7&pageNum=2&trk=public_jobs_jserp-result_search-card,Site Reliability Engineer,mobile app,Shahry,7 months ago,"Cairo, Cairo",Egypt,,"Develop and integrate tools/scripts to automate the process of development/deployment.Identify infrastructure bottlenecks and find solutions to optimize (Caching, analyzing network latency …etc)Assure required security level for the infrastructure, datastores, and the different environments: production/staging/development (ACL, VPNs, authorization, …etc)Implement automation tools and frameworks (CI/CD pipelines).Integrate and setup monitoring and alerting tools.Manage and maintain our cloud infrastructure (AWS, Digital Ocean, and others)Investigate and handle production issues/downtimes and generate incident reports.Work closely and support the dev team with the infrastructure and architecture decisions, new services deployment and new cloud resources setup and allocation.","BSc in Computer Science, Engineering or relevant field ; Familiarity with different open source web development languages/frameworks, and how they’re deployed (ex: NodeJS, Python, Django, Vue, Go ..etc) ; Good knowledge of cloud providers (mainly AWS) ; Experience in Unix like Operating Systems ; Experience in Linux containers, container orchestration platforms (Docker, Kubernetes, Docker Swarm), and related management tools. ; Experience with CI/CD principles, architecture, and operations. ; Working knowledge of databases and SQL ; Familiarity with deployment and management systems such as Puppet, Ansible, Packer, Terraform …etc. ; Seniority levelEntry level ; Employment typeFull-time ; Job functionEngineering ; IndustriesSoftware Development",Entry level,Full-time,Engineering,Software Development,166 applicants
https://eg.linkedin.com/jobs/view/senior-software-engineer-backend-at-shahry-3598181862?refId=4ITmZdXt1E7R0HUr02HqfQ%3D%3D&trackingId=p8MLJVHWr8bAk5Q1aKeXJA%3D%3D&position=8&pageNum=2&trk=public_jobs_jserp-result_search-card,Senior Software Engineer (Backend),mobile app,Shahry,7 months ago,"Cairo, Cairo",Egypt,,"Designing and developing production grade softwareConduct rigorous software testing, debugging and code reviewsIdentify, prioritize and execute tasks in the software development life cycleDevelop tools and applications by producing clean, efficient codeAutomate tasks through appropriate tools and scriptingCollaborate with internal teams and vendors to fix and improve productsDocument development phases and monitor systemsEnsure software is up-to-date with latest technologies","Proven experience as a Senior Software Engineer (7+ years of overall professional experience) ; Experience in Django framework and python as a programming language ; In-depth knowledge of relational databases (e.g. PostgreSQL, MySQL) ; Experience with writing modular and reusable code ; Good knowledge of Linux/Unix and shell scripting ; Experience using system monitoring tools (e.g. New Relic) and automated testing frameworks ; Experience in CI/CD tools such as Jenkins ; Knowledge in OS virtualization and container engines such as Docker ; Ability to work independently ; Excellent organizational and leadership skills ; BSc in Computer Science, Computer Engineering, or a similar technical discipline ; Seniority levelMid-Senior level ; Employment typeFull-time ; Job functionEngineering ; IndustriesSoftware Development",Mid-Senior level,Full-time,Engineering,Software Development,32 applicants
https://eg.linkedin.com/jobs/view/net-lead-at-asgatech-3792860932?refId=4ITmZdXt1E7R0HUr02HqfQ%3D%3D&trackingId=wkwaO6DuiIN%2FxeyYirfSYQ%3D%3D&position=9&pageNum=2&trk=public_jobs_jserp-result_search-card,.Net Lead,mobile app,asgatech,9 hours ago,Cairo,Egypt,Company Description,"years experience at least in .NET developmentStrong knowledge of Object-Oriented Programming (OOP) concepts and Software Development principlesExperience with .NET Core, ASP.NET MVC, and ProgrammingAbility to write clean, efficient, and high-quality codeExperience leading a team of developers and managing projectsExperience with Azure DevOps, Git, and Continuous Integration/Continuous Deployment (CI/CD) pipelinesExcellent communication and problem-solving skillsBachelor's degree in Computer Science, IT, or related fieldExperience with Agile/Scrum methodologies is a plusExperience with mobile app development is a plus",Seniority levelMid-Senior level ; Employment typeFull-time ; IndustriesSoftware Development,Mid-Senior level,Full-time,,Software Development,
https://eg.linkedin.com/jobs/view/senior-ios-engineer-at-vezeeta-3787696142?refId=4ITmZdXt1E7R0HUr02HqfQ%3D%3D&trackingId=bkLX2y%2Fuw0sUtexGf7UHWw%3D%3D&position=10&pageNum=2&trk=public_jobs_jserp-result_search-card,Senior IOS Engineer,mobile app,Vezeeta,1 week ago,Cairo,Egypt,The Role,"iOS App Development:Lead end-to-end development, testing, and maintenance of high-quality iOS applications.Technical Leadership:Provide guidance and mentorship to junior iOS developers, fostering a collaborative environment.Architecture and Design:Contribute to architectural decisions, ensuring scalability, maintainability, and performance.Code Review:Conduct thorough reviews to maintain code quality, consistency, and best practices adherence.Cross-functional Collaboration:Work closely with product managers, designers, and engineers to deliver high-quality solutions.Innovation:Stay current with iOS trends, actively contributing ideas to enhance functionality, performance, and user experienceBug Fixing and Optimization:Identify and address bugs and performance issues, ensuring a seamless user experience.Documentation:Create and maintain technical documentation for iOS applications.","Bachelor's degree in Computer Science, Software Engineering, or a related field. ; 5+ years of professional experience as an iOS Engineer with a strong portfolio of successfully delivered iOS applications. ; Expertise in Swift and Objective-C programming languages. ; Solid understanding of iOS frameworks, architecture patterns, and best practices. ; Experience with version control systems (e.g., Git) and CI/CD pipelines. ; Proficient in working with remote data via REST and JSON. ; Experience with third-party libraries. ; Strong problem-solving and debugging skills. ; Excellent communication and collaboration skills. ; Demonstrated ability to lead and mentor a team of iOS developers. ; Familiarity with agile development methodologies. ; Experience with Structured Concurrency. ; Experience with Automated UI Testing. ; Seniority levelMid-Senior level ; Employment typeFull-time ; Job functionEngineering ; IndustriesIT Services and IT Consulting",Mid-Senior level,Full-time,Engineering,IT Services and IT Consulting,148 applicants
https://eg.linkedin.com/jobs/view/senior-backend-software-engineer-at-si-ware-systems-3754847235?refId=4ITmZdXt1E7R0HUr02HqfQ%3D%3D&trackingId=wERlEz6BkpQjEXohMZvkow%3D%3D&position=12&pageNum=2&trk=public_jobs_jserp-result_search-card,Senior Backend Software Engineer,mobile app,Si-Ware Systems,1 month ago,"Cairo, Cairo",Egypt,,"Design, develop, and deploy backend services for cloud-based applications using NestJS, TypeScript, PostgreSQL, MongoDB, and AWS.Collaborate with the frontend and mobile app development teams to define API specifications and ensure smooth communication between client and server.Implement data storage and retrieval solutions, including relational databases (PostgreSQL) and NoSQL databases (MongoDB).Good to have the ability to utilize Firebase services for real-time data synchronization and notifications.Integrate third-party APIs and cloud services to enhance the functionality of our applications.Optimize and maintain the performance of backend services to ensure high availability and responsiveness.Monitor and troubleshoot production issues, identifying root causes and implementing timely solutions.Implement security measures to protect user data and ensure compliance with data protection regulations.Collaborate with DevOps teams to manage continuous integration and deployment processes using GitHub and AWS.Stay updated with the latest industry trends and best practices in cloud-based backend development, suggesting improvements and optimizations to enhance our technology stack.","Bachelor's degree in Computer Science, Software Engineering, or a related field (or equivalent work experience). ; 3+ years of hands-on experience in NodeJS and JavaScript/TypeScript development, preferably with experience in NestJS framework. ; Proven experience as a Backend Software Engineer, with a focus on cloud-based applications. ; Strong database knowledge, including relational databases (e.g., PostgreSQL) and NoSQL databases (e.g., MongoDB). ; Hands-on experience with AWS services for deployment, scalability, and infrastructure management. ; Solid understanding of software development principles, design patterns, and best practices. ; Familiarity with version control using GitHub and collaborative software development workflows. ; Strong problem-solving skills and the ability to work independently or in a team. ; Understanding Python and Java is a plus for potential cross-team collaboration and code integration. ; Knowledge of GoLang, Firebase, and Elastic stack (Elasticsearch, Logstash, etc.) is a plus. ; Proficiency in English language for clear communication and documentation purposes. ; Excellent communication and collaboration skills to work effectively with cross-functional teams. ; Demonstrated ability to work in a fast-paced environment and deliver high-quality results within deadlines. ; Seniority levelMid-Senior level ; Employment typeFull-time ; Job functionEngineering ; IndustriesManufacturing",Mid-Senior level,Full-time,Engineering,Manufacturing,45 applicants
https://eg.linkedin.com/jobs/view/senior-back-end-developer-at-line-group-3792863591?refId=4ITmZdXt1E7R0HUr02HqfQ%3D%3D&trackingId=lY8Cvkasc%2Bs26f%2Bvokb%2FSQ%3D%3D&position=13&pageNum=2&trk=public_jobs_jserp-result_search-card,Senior Back-End Developer,mobile app,Line Group,9 hours ago,Cairo,Egypt,,Seniority levelMid-Senior levelEmployment typeFull-timeIndustriesAdvertising Services,,Mid-Senior level,Full-time,,Advertising Services,29 applicants
https://eg.linkedin.com/jobs/view/sr-android-developer-at-geidea-3755418759?refId=4ITmZdXt1E7R0HUr02HqfQ%3D%3D&trackingId=MZBqF9NLpeWkos3YJubOwQ%3D%3D&position=15&pageNum=2&trk=public_jobs_jserp-result_search-card,Sr Android Developer,mobile app,geidea,1 month ago,"New Cairo, Cairo",Egypt,Key Accountabilities:,"*Design, code, analyze, and test systems for android applications.* Develop applications for time-sensitive projects while considering business/system requirements.* Identify and correct bottlenecks and fix bugs.* Help maintain code quality, organization, andautomatization.* Continuously discover, evaluate, and implement new technologies to maximize development efficiency.* Applications need to be developed with good design for the user interface.* Keep good track of assigned tasks and finish on deadlines.* Should be a good team player and lead project alone.","Bachelor’s Degree in Computer Science, Computer Engineering, Information Technology, or a related field (or equivalent) ; *Experience: 3-5 years of Experience in Angular TS ; *Strong proficiency in Kotlin programming language. ; * Strong object-oriented programming and design skills. ; * Experience or knowledge of Kotlin Multi-platform Mobile (KMM) framework. ; * Awareness of Architectural Design Patterns: MVVM, Clean Architecture. ; * Strong knowledge of Android app components. ; Solid understanding of the full mobile development life cycle. ; * Understanding of Google’s design principles and interface guidelines. ; * Experience with RESTful services and JSON/XML. ; * Continuous integration practices: Git, Azure DevOps, SonarQube, Unit testing, or other tools. ; * Experience with development in third-party libraries, and APIs. ; * Solid knowledge of different Android frameworks (Retrofit, Coroutines, Kotlin Flow, Dagger Hilt, Junit, Jetpack components, Firebase SDKs, etc.). ; * Should have knowledge of Proguard and Gradle build systems. ; * Knowledge of DevOps will be an added advantage. ; * Must have experience with TCP/IP Socket programming. ; * Experience in the Fintech domain will be preferred. ; * Knowledge of SSL and HTTPS communication protocols. ; * Knowledge of encryption and decryption for secure communication. ; Seniority levelMid-Senior level ; Employment typeFull-time ; Job functionEngineering and Information Technology ; IndustriesFinancial Services",Mid-Senior level,Full-time,Engineering and Information Technology,Financial Services,194 applicants
https://eg.linkedin.com/jobs/view/senior-full-stack-developer-angular-java-at-trimetis-ag-3784305409?refId=4ITmZdXt1E7R0HUr02HqfQ%3D%3D&trackingId=h%2Bce7EyGS5vyQQezOoSNeA%3D%3D&position=16&pageNum=2&trk=public_jobs_jserp-result_search-card,Senior Full Stack Developer (Angular / Java),mobile app,Trimetis AG,1 month ago,,Egypt,Soft skills:,Passionate about web technologiesCollaborate with other teams to ensure design and integrationDevelop in a test-oriented and fast-paced environmentCapable of creating strategies to implement products in the best roadmap for balance between technical and business objectivesIdentify and communicate risks before implementing the solutionResolve defects during QA testing and in post-release patchesOptimization of the application for maximum speed and scalability,"Proven experience as a Full Stack Developer or similar role ; Experience developing desktop and mobile applications ; Familiarity with common stacks ; Knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript, XML, jQuery) ; Knowledge of multiple back-end languages (e.g. C#, Java, Python) and JavaScript frameworks (e.g. Angular, React, Node.js) ; Familiarity with databases (e.g. MySQL, MongoDB), web servers (e.g. Apache), and UI/UX design ; Excellent communication and teamwork skills ; Great attention to detail ; Organizational skills ; An analytical mind ; Degree in Computer Science, or a relevant field ; Very Good command of English. ; Experienced in modern front end framework (Angular5+, bonus points for latest versions of Angular) ; Preferred development experience with Typescript. ; Significant experience with CSS preprocessors (LESS/Sass) ; Ability to write high-performance, reusable code for UI components. ; In-depth experience with modern responsive web design. ; Knowledge of native DOM and Event APIs ; Knowledgeable with Git ; Experienced in Reactive programming ; Experience in J2EE Application ; +3 years of experience with latest versions of Spring Framework ; Knowledge of Web Servers Apache Tomcat / WebSphere ; Significant experience with Database: Oracle ; Perform a test code with Junit ; Experience with JPA and Hibernate ; Knowledge of Jenkins, Sonar and Testing/QA assurance ; Experience with WebServices SOAP and REST ; Broad knowledge of different components and tools available in the market and pros and cons of them ; Experience in Financial services ; Experience in OWASP security measures ; Linux, *nix ; NodeJS experience ; Financial services experience ; Experience with Webpack ; Experience with web site/app security ; Native and Hybrid programming ; NgRx library ; Seniority levelNot Applicable ; Employment typeFull-time ; Job functionInformation Technology ; IndustriesIT Services and IT Consulting",Not Applicable,Full-time,Information Technology,IT Services and IT Consulting,
https://eg.linkedin.com/jobs/view/senior-python-developer-at-nfq-3793392518?refId=4ITmZdXt1E7R0HUr02HqfQ%3D%3D&trackingId=JM7fLANnWR4bw5hiqSTxJA%3D%3D&position=18&pageNum=2&trk=public_jobs_jserp-result_search-card,Senior Python Developer,mobile app,NFQ,3 days ago,"Cairo, Cairo",Egypt,"In this role, you will","Build and scale high-performance backend systems, primarily using Python programming language and ecosystemTroubleshoot issues in and improve functionality of existing systemsIntegrate user-facing elements developed by mobile and web teams. Work with 3rd party data sources and APIs (systems integration)Embed security and data protectionActively collaborate with a cross-functional team working with product owners, UI/UX designers, backend developers, app developers and QA at various stages of the development process.Develop appropriate tests to support code and ensure test automation and code quality and securityConduct unit testing on your code and conduct code reviews.Based on the project needs and end goals, proactively suggest improvements to architecture and technologies to maximize development efficiencyMentor and coach other backend developers within the teamYou will also be expected to keep your skills up to date by following advancements in the field and researching new and innovative technologies and techniques.Cross functional/interdisciplinary team with – Scrum Master, Product Owner, Developers, QA, UI/UX specialist (if needed)","Minimum 5 years of software development experience, at least 3 of which are hands on Python coding ; Solid knowledge of Python web frameworks (Flask, Django, FastAPI or such) ; In-depth knowledge of modern software design patterns ; Ability to design elegant and efficient JSON REST APIs for given use cases (using OpenAPI standard and toolchain) ; Good understanding of (and significant experience in) concurrent and parallel computing, asynchronicity, distributed computing patterns and principles ; Solid knowledge of common algorithms, data structures, OOP (patterns and specific python implementations) ; Understanding of CI/CD development practice and tools, experience writing Integration and Unit tests in Python ; Combination of good coding skills, end to end thinking and problem solving approach and track record of standalone delivering bigger chunks of work ; Good knowledge of Agile principles and experience with some popular issue tracking tool (for example Jira) ; Ability to communicate effectively to a variety of audiences including both technical and non-technical stakeholders ; Fully covered Social Insurance ; Medical Insurance ; Life Insurance ; Competitive salaries ; Provide you with Laptop and set up ; 10 days training / year ; Referral bonus, Birth Bonus and Marriage bonus ; Seniority levelMid-Senior level ; Employment typeFull-time ; Job functionEngineering and Information Technology ; IndustriesIT Services and IT Consulting",Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,41 applicants
https://eg.linkedin.com/jobs/view/senior-backend-engineer-php-laravel-100%25-remote-at-walaplus-3783567014?refId=4ITmZdXt1E7R0HUr02HqfQ%3D%3D&trackingId=LHfVhPRfpL6hYrxY6wtWEg%3D%3D&position=19&pageNum=2&trk=public_jobs_jserp-result_search-card,Senior Backend Engineer - PHP Laravel (100% Remote),mobile app,WalaPlus,1 week ago,,Egypt,Summary,"Collaborate with the engineering teams in building, and shipping scalable APIs to be consumed by our client-facing solutions.Develop, design services, and build a highly scalable system architecture for our WalaPlus products.Conduct code reviews for your peers, and learn from code reviews conducted with you.Help improve code quality by writing unit tests, automating, and performing code reviews.","Bachelor of Science in Computer Science or a related field ; You have5+ yearsof experience usingPHP (Laravel). ; Strong knowledge of OOP. ; Strong understanding of design patterns MVP, MVVM, and MVC. ; Experience in designing Clean Code Architecture to separate the concerns. ; Strong knowledge of state management approaches (Provider, BLoC, etc.) ; Experience with Git or other version control tools. ; CI/CD experience is preferred. ; Analytical mind with problem-solving aptitude ; Ability to work independently and within a team ; Strong communication skills. ; Fluency inArabicandEnglish. ; WalaOffer: Employees’ exclusive discounts and offers. ; WalaOne: A comprehensive digital marketplace. ; WalaBravo: A recognition platform. ; WalaPioneer: An employee satisfaction surveying app. ; WalaActive: An employee fitness and wellness solution. ; WalaElite: An executive incentive program, with many more in the pipeline. ; Seniority levelAssociate ; Employment typeFull-time ; Job functionInformation Technology and Engineering ; IndustriesSoftware Development, Technology, Information and Internet, and IT Services and IT Consulting",Associate,Full-time,Information Technology and Engineering,"Software Development, Technology, Information and Internet, and IT Services and IT Consulting",
https://eg.linkedin.com/jobs/view/etic-salesforce-developer-senior-associate-at-pwc-3697249983?refId=4ITmZdXt1E7R0HUr02HqfQ%3D%3D&trackingId=hji0UA8VG%2FqlD6E8A0UKDQ%3D%3D&position=20&pageNum=2&trk=public_jobs_jserp-result_search-card,"ETIC, Salesforce Developer, Senior Associate",mobile app,PwC,4 months ago,"Cairo, Cairo",Egypt,Line of Service,"Ability to work independently with the client (specifying requirements, presenting work results)Demonstrate critical thinking and the ability to bring order to unstructured problems.ability to work independently on a project (implementing business logic in APEX, creating LE components, creating VF pages, performing configuration on the Salesforce platform)practical knowledge of project tools (including Change Sets and a code repository)Use a broad range of tools and techniques to extract insights from current industry or sector trends.Seek and embrace opportunities which give exposure to different situations, environments and perspectives.Use straightforward communication, in a structured way, when influencing and connecting with others.","Ability to cooperate with the client (presenting work results, preparing and presenting various variants of implementation of a specific solution, specifying requirements, presenting technical aspects of the system's work) ; Ability to manage a small project team in the field of complementing and separating tasks ; Supervising the progress of works and taking responsibility for the quality of the entire solution provided (Lead Developer or TL) ; Certificates:- Admin, Advanced Admin- App Builder, Platform Dev 1 & 2- Basic Architect-track certs- Sales, Service, or other Cloud Consultant certs ; 4-9 years of experience ; Seniority levelMid-Senior level ; Employment typeFull-time ; Job functionInformation Technology ; IndustriesProfessional Services",Mid-Senior level,Full-time,Information Technology,Professional Services,
https://eg.linkedin.com/jobs/view/senior-ios-developer-gt-school-remote-%24100-000-year-usd-at-crossover-3788455450?refId=4ITmZdXt1E7R0HUr02HqfQ%3D%3D&trackingId=doy%2B9%2FxYGREZonZw6Jtjjw%3D%3D&position=21&pageNum=2&trk=public_jobs_jserp-result_search-card,"Senior IOS Developer, gt.school (Remote) - $100,000/year USD",mobile app,Crossover,6 days ago,"Cairo, Cairo",Egypt,What You Will Be Doing,"Taking high-fidelity UI designs and transforming them into interactive and efficient mobile app featuresIntegrating screens with our modern GraphQL APIs, ensuring data consistency and responsivenessParticipating in both automated and manual reviews to maintain our standards for clean, modular codeCollaborating with product managers and UX designers to ensure the functionality, reliability, and user-friendliness of the app","Building components from scratch - you'll leverage existing high-quality solutions for efficiency ; Getting stuck in endless approval loops - we value swift decision-making and autonomy ; Isolated tasks - you will collaborate closely with a supportive product and backend team ; At least 5 years of experience developing mobile applications ; At least 2 years in a leadership role, making technical design decisions for mobile applications ; Experience using React Native for cross-platform app development ; You will receive an email with a link to start your self-paced, online job application. ; Our hiring platform will guide you through a series of online “screening” assessments to check for basic job fit, job-related skills, and finally a few real-world job-specific assignments. ; First, emails may take up to 15 minutes to send, refresh and check again. ; Second, check your spam and junk folders for an email from Crossover.com, mark as “Not Spam” since you will receive other emails as well. ; Third, we will send to whatever email account you indicated on the Apply form - by default, that is the email address you use as your LinkedIn username and it might be different than the one you have already checked. ; If all else fails, just reset your password by visiting https://www.crossover.com/auth/password-recovery if you already applied using LinkedIn EasyApply. ; Seniority levelMid-Senior level ; Employment typeFull-time ; Job functionBusiness Development, Engineering, and Information Technology ; IndustriesSoftware Development, IT Services and IT Consulting, and Technology, Information and Internet",Mid-Senior level,Full-time,"Business Development, Engineering, and Information Technology","Software Development, IT Services and IT Consulting, and Technology, Information and Internet",51 applicants
https://eg.linkedin.com/jobs/view/etic-salesforce-developer-senior-associate-at-pwc-middle-east-3693370145?refId=4ITmZdXt1E7R0HUr02HqfQ%3D%3D&trackingId=fmfvbv5%2B1vE1Q3O66077Vg%3D%3D&position=22&pageNum=2&trk=public_jobs_jserp-result_search-card,"ETIC, Salesforce Developer, Senior Associate",mobile app,PwC Middle East,5 days ago,"Cairo, Cairo",Egypt,Line of Service,"Ability to work independently with the client (specifying requirements, presenting work results)Demonstrate critical thinking and the ability to bring order to unstructured problems.ability to work independently on a project (implementing business logic in APEX, creating LE components, creating VF pages, performing configuration on the Salesforce platform) practical knowledge of project tools (including Change Sets and a code repository)Use a broad range of tools and techniques to extract insights from current industry or sector trends.Seek and embrace opportunities which give exposure to different situations, environments and perspectives.Use straightforward communication, in a structured way, when influencing and connecting with others.","Ability to cooperate with the client (presenting work results, preparing and presenting various variants of implementation of a specific solution, specifying requirements, presenting technical aspects of the system's work) ; Ability to manage a small project team in the field of complementing and separating tasks ; Supervising the progress of works and taking responsibility for the quality of the entire solution provided (Lead Developer or TL) ; Certificates: ; Admin, Advanced Admin ; App Builder, Platform Dev 1 & 2 ; Basic Architect-track certs ; Sales, Service, or other Cloud Consultant certs ; 4-9 years of experience ; Seniority levelAssociate ; Employment typeFull-time ; Job functionInformation Technology ; IndustriesMedia and Telecommunications",Associate,Full-time,Information Technology,Media and Telecommunications,44 applicants
https://eg.linkedin.com/jobs/view/lead-staff-software-engineer-%E2%80%93-front-end-bangkok-based-%E2%80%93-relocation-provided-at-agoda-3633369910?refId=4ITmZdXt1E7R0HUr02HqfQ%3D%3D&trackingId=AuFpwsGFDGOiPm5Cm7i7ng%3D%3D&position=23&pageNum=2&trk=public_jobs_jserp-result_search-card,Lead/Staff Software Engineer – Front End (Bangkok based – Relocation provided),mobile app,Agoda,5 days ago,"Giza, Al Jizah",Egypt,About Agoda,"Maintain ownership and responsibility of mission critical systems.Be hands on – build high volume platforms using cutting-edge technologies like React , C# and KotlinMentor and coach other software engineersBe a major contributor to our agile and scrum practices and perform code reviews on the systems your teams ownDesign and lead crucial technical projects and initiatives cross teams and departmentsStay on the leading edge of technical know-how , industry trends and drive technical","Ove rall 5+ years of experience in front-end development. At least 3 + years of experience in developing web applications in client-side frameworks such as React, Angular, VueJS, etc. ; B.S. in Computer Science or quantitative field; M.S. optional ; Working experience with agile, analytics, A/B testing, GIT Flow ; Excellent HTML/CSS skills – you understand not only how to build the data, but how to make it look great too ; 3 + years’ experience developing performance-critical applications that run in a production environment using one of the backend languages/frameworks such as .NET, Java, Scala, Kotlin, Rust, NodeJS, Go or Python ; Excellent understanding of the JavaScript language and ecosystem including front-end build tools (Webpack, Babel) and package managers (npm, Yarn) ; Experience in all aspects of client-side performance optimization ; Ability to guide the team on best frontend practices ; Experience mentoring junior engineers to help them unleash their full potential ; Great communication and coordination skills ; Excellent analytical thinking and problem-solving skills ; You have a good command of the English language ; Knowledge in physical architecture at scale, building resilient, no single point of failures, highly available solutions ; Strong experience in all aspects of client-side performance optimization ; Proficiency in modern coding and design practices. For example, Clean Code, SOLID principals, and TDD ; Working Experience with Containers and Dockerization , also K8S is a plus ; Experience working on an app or internet company that is at scale with large numbers of users and transactions per second ; E xperience working in a data driven company with experience analyzing and working with Big Data ; Experience leading teams and greenfield projects solving large system problems ; Experience working on global projects serving world markets with distributed data centers and localization of the front end and data ; Seniority levelMid-Senior level ; Employment typeFull-time ; Job functionEngineering and Information Technology ; IndustriesTechnology, Information and Internet",Mid-Senior level,Full-time,Engineering and Information Technology,"Technology, Information and Internet",132 applicants
https://eg.linkedin.com/jobs/view/lead-staff-software-engineer-%E2%80%93-front-end-bangkok-based-%E2%80%93-relocation-provided-at-agoda-3633367955?refId=4ITmZdXt1E7R0HUr02HqfQ%3D%3D&trackingId=vFEUJUWZc51p%2BraESVEHRQ%3D%3D&position=24&pageNum=2&trk=public_jobs_jserp-result_search-card,Lead/Staff Software Engineer – Front End (Bangkok based – Relocation provided),mobile app,Agoda,5 days ago,"Cairo, Cairo",Egypt,About Agoda,"Maintain ownership and responsibility of mission critical systems.Be hands on – build high volume platforms using cutting-edge technologies like React , C# and KotlinMentor and coach other software engineersBe a major contributor to our agile and scrum practices and perform code reviews on the systems your teams ownDesign and lead crucial technical projects and initiatives cross teams and departmentsStay on the leading edge of technical know-how , industry trends and drive technical","Ove rall 5+ years of experience in front-end development. At least 3 + years of experience in developing web applications in client-side frameworks such as React, Angular, VueJS, etc. ; B.S. in Computer Science or quantitative field; M.S. optional ; Working experience with agile, analytics, A/B testing, GIT Flow ; Excellent HTML/CSS skills – you understand not only how to build the data, but how to make it look great too ; 3 + years’ experience developing performance-critical applications that run in a production environment using one of the backend languages/frameworks such as .NET, Java, Scala, Kotlin, Rust, NodeJS, Go or Python ; Excellent understanding of the JavaScript language and ecosystem including front-end build tools (Webpack, Babel) and package managers (npm, Yarn) ; Experience in all aspects of client-side performance optimization ; Ability to guide the team on best frontend practices ; Experience mentoring junior engineers to help them unleash their full potential ; Great communication and coordination skills ; Excellent analytical thinking and problem-solving skills ; You have a good command of the English language ; Knowledge in physical architecture at scale, building resilient, no single point of failures, highly available solutions ; Strong experience in all aspects of client-side performance optimization ; Proficiency in modern coding and design practices. For example, Clean Code, SOLID principals, and TDD ; Working Experience with Containers and Dockerization , also K8S is a plus ; Experience working on an app or internet company that is at scale with large numbers of users and transactions per second ; E xperience working in a data driven company with experience analyzing and working with Big Data ; Experience leading teams and greenfield projects solving large system problems ; Experience working on global projects serving world markets with distributed data centers and localization of the front end and data ; Seniority levelMid-Senior level ; Employment typeFull-time ; Job functionEngineering and Information Technology ; IndustriesTechnology, Information and Internet",Mid-Senior level,Full-time,Engineering and Information Technology,"Technology, Information and Internet",159 applicants
https://eg.linkedin.com/jobs/view/lead-staff-software-engineer-%E2%80%93-front-end-bangkok-based-%E2%80%93-relocation-provided-at-agoda-3633367954?refId=4ITmZdXt1E7R0HUr02HqfQ%3D%3D&trackingId=hRyUterRNoMSA%2B7i1ZY7wg%3D%3D&position=25&pageNum=2&trk=public_jobs_jserp-result_search-card,Lead/Staff Software Engineer – Front End (Bangkok based – Relocation provided),mobile app,Agoda,5 days ago,"Alexandria, Alexandria",Egypt,About Agoda,"Maintain ownership and responsibility of mission critical systems.Be hands on – build high volume platforms using cutting-edge technologies like React , C# and KotlinMentor and coach other software engineersBe a major contributor to our agile and scrum practices and perform code reviews on the systems your teams ownDesign and lead crucial technical projects and initiatives cross teams and departmentsStay on the leading edge of technical know-how , industry trends and drive technical","Ove rall 5+ years of experience in front-end development. At least 3 + years of experience in developing web applications in client-side frameworks such as React, Angular, VueJS, etc. ; B.S. in Computer Science or quantitative field; M.S. optional ; Working experience with agile, analytics, A/B testing, GIT Flow ; Excellent HTML/CSS skills – you understand not only how to build the data, but how to make it look great too ; 3 + years’ experience developing performance-critical applications that run in a production environment using one of the backend languages/frameworks such as .NET, Java, Scala, Kotlin, Rust, NodeJS, Go or Python ; Excellent understanding of the JavaScript language and ecosystem including front-end build tools (Webpack, Babel) and package managers (npm, Yarn) ; Experience in all aspects of client-side performance optimization ; Ability to guide the team on best frontend practices ; Experience mentoring junior engineers to help them unleash their full potential ; Great communication and coordination skills ; Excellent analytical thinking and problem-solving skills ; You have a good command of the English language ; Knowledge in physical architecture at scale, building resilient, no single point of failures, highly available solutions ; Strong experience in all aspects of client-side performance optimization ; Proficiency in modern coding and design practices. For example, Clean Code, SOLID principals, and TDD ; Working Experience with Containers and Dockerization , also K8S is a plus ; Experience working on an app or internet company that is at scale with large numbers of users and transactions per second ; E xperience working in a data driven company with experience analyzing and working with Big Data ; Experience leading teams and greenfield projects solving large system problems ; Experience working on global projects serving world markets with distributed data centers and localization of the front end and data ; Seniority levelMid-Senior level ; Employment typeFull-time ; Job functionEngineering and Information Technology ; IndustriesTechnology, Information and Internet",Mid-Senior level,Full-time,Engineering and Information Technology,"Technology, Information and Internet",164 applicants
